3,1,47,2,2
3,1,47,2,2
3,1,10,2,0
3,1,10,2,0
3,1,101,2,1
3,1,101,2,1
3,1,64,2,1
3,1,64,2,1
3,1,45,2,2
3,1,45,2,2
3,1,8,2,0
3,1,8,2,0
3,1,99,0,0
3,1,99,0,0
3,1,94,0,0
3,1,94,0,0
3,1,43,0,0
3,1,43,0,0
3,1,6,2,2
3,1,6,2,2
3,1,97,0,0
3,1,97,0,0
3,1,92,0,2
3,1,92,0,2
3,1,41,0,0
3,1,41,0,0
3,1,4,2,0
3,1,4,2,0
3,1,90,2,1
3,1,90,2,1
3,1,39,2,2
3,1,39,2,2
3,1,2,0,2
3,1,2,0,2
3,1,88,0,2
3,1,88,0,2
3,1,37,2,0
3,1,37,2,0
3,1,86,2,2
3,1,86,2,2
3,1,35,2,2
3,1,35,2,2
3,1,30,0,1
3,1,30,0,1
3,1,84,2,0
3,1,84,2,0
3,1,33,0,0
3,1,33,0,0
3,1,28,2,1
3,1,28,2,1
3,1,82,0,1
3,1,82,0,1
3,1,63,0,0
3,1,63,0,0
3,1,26,2,0
3,1,26,2,0
3,1,80,0,0
3,1,80,0,0
3,1,61,2,0
3,1,61,2,0
3,1,24,1,1
3,1,24,1,1
3,1,59,2,2
3,1,59,2,2
3,1,22,2,2
3,1,22,2,2
3,1,57,2,0
3,1,57,2,0
3,1,20,0,0
3,1,20,0,0
3,1,79,0,0
3,1,79,0,0
3,1,55,0,2
3,1,55,0,2
3,1,18,2,0
3,1,18,2,0
3,1,77,2,1
3,1,77,2,1
3,1,16,2,2
3,1,16,2,2
3,1,75,0,0
3,1,75,0,0
3,1,51,2,2
3,1,51,2,2
3,1,73,0,0
3,1,73,0,0
3,1,49,2,2
3,1,49,2,2
3,1,108,2,0
3,1,108,2,0
3,1,71,0,0
3,1,71,0,0
3,1,15,2,2
3,1,15,2,2
3,1,106,0,0
3,1,106,0,0
3,1,104,2,2
3,1,104,2,2
3,1,102,2,2
3,1,102,2,2
3,1,65,2,2
3,1,65,2,2
3,1,46,0,2
3,1,46,0,2
3,1,9,0,0
3,1,9,0,0
3,1,100,0,0
3,1,100,0,0
3,1,95,0,0
3,1,95,0,0
3,1,44,0,0
3,1,44,0,0
3,1,7,2,2
3,1,7,2,2
3,1,98,0,0
3,1,98,0,0
